Record_ID,Data_Load_Date,Age,Age_Group,Sex,Job,Job_Category,Housing,Saving accounts,Checking account,Credit amount,Credit_Tier,Duration,Duration_Category,Purpose,Estimated_Monthly_Payment,Credit_Per_Age,Risk,Risk_Score,Exposure_Level,High_Amount_Flag,Long_Duration_Flag,Young_Applicant_Flag
901,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,rent,little,little,2625,Medium (2K-5K),16,Medium (1-2yr),car,164.06,61.05,bad,0,Medium Exposure,1,0,0
902,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,3485,Medium (2K-5K),20,Medium (1-2yr),car,174.25,79.2,good,1,Medium Exposure,1,0,0
903,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,10477,Very Large (10K+),36,Long (2-3yr),car,291.03,249.45,good,1,High Exposure,1,1,0
904,2026-01-06,40,Middle-Aged (36-50),male,2,Skilled,rent,Unknown,Unknown,1386,Small (<2K),15,Medium (1-2yr),radio/TV,92.4,34.65,good,1,Medium Exposure,0,0,0
905,2026-01-06,36,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,1278,Small (<2K),24,Medium (1-2yr),radio/TV,53.25,35.5,good,1,Medium Exposure,0,0,0
906,2026-01-06,20,Young (18-25),male,3,Highly Skilled,rent,little,little,1107,Small (<2K),12,Short (<1yr),radio/TV,92.25,55.35,good,1,Medium Exposure,0,0,1
907,2026-01-06,24,Young (18-25),male,1,Semi-Skilled,own,Unknown,little,3763,Medium (2K-5K),21,Medium (1-2yr),car,179.19,156.79,good,1,Medium Exposure,1,0,1
908,2026-01-06,27,Adult (26-35),male,2,Skilled,own,Unknown,moderate,3711,Medium (2K-5K),36,Long (2-3yr),education,103.08,137.44,good,1,Medium Exposure,1,1,1
909,2026-01-06,46,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,Unknown,3594,Medium (2K-5K),15,Medium (1-2yr),car,239.6,78.13,good,1,Medium Exposure,1,0,0
910,2026-01-06,33,Adult (26-35),female,1,Semi-Skilled,own,Unknown,moderate,3195,Medium (2K-5K),9,Short (<1yr),car,355.0,96.82,good,1,Medium Exposure,1,0,0
911,2026-01-06,34,Adult (26-35),female,2,Skilled,own,little,Unknown,4454,Medium (2K-5K),36,Long (2-3yr),radio/TV,123.72,131.0,good,1,Medium Exposure,1,1,0
912,2026-01-06,25,Young (18-25),female,1,Semi-Skilled,own,little,moderate,4736,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,197.33,189.44,bad,0,Medium Exposure,1,0,1
913,2026-01-06,25,Young (18-25),female,2,Skilled,own,Unknown,moderate,2991,Medium (2K-5K),30,Long (2-3yr),radio/TV,99.7,119.64,good,1,Medium Exposure,1,1,1
914,2026-01-06,28,Adult (26-35),male,2,Skilled,own,rich,Unknown,2142,Medium (2K-5K),11,Short (<1yr),business,194.73,76.5,good,1,Medium Exposure,0,0,1
915,2026-01-06,31,Adult (26-35),male,2,Skilled,rent,little,little,3161,Medium (2K-5K),24,Medium (1-2yr),business,131.71,101.97,bad,0,Medium Exposure,1,0,0
916,2026-01-06,32,Adult (26-35),female,3,Highly Skilled,own,little,moderate,18424,Very Large (10K+),48,Very Long (3yr+),vacation/others,383.83,575.75,bad,0,High Exposure,1,1,0
917,2026-01-06,32,Adult (26-35),male,2,Skilled,own,moderate,Unknown,2848,Medium (2K-5K),10,Short (<1yr),car,284.8,89.0,good,1,Medium Exposure,1,0,0
918,2026-01-06,68,Senior (51+),male,3,Highly Skilled,own,little,little,14896,Very Large (10K+),6,Short (<1yr),car,2482.67,219.06,bad,0,Medium Exposure,1,0,0
919,2026-01-06,33,Adult (26-35),male,2,Skilled,own,moderate,little,2359,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,98.29,71.48,bad,0,Medium Exposure,1,0,0
920,2026-01-06,39,Middle-Aged (36-50),male,3,Highly Skilled,rent,little,little,3345,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,139.38,85.77,bad,0,Medium Exposure,1,0,0
921,2026-01-06,28,Adult (26-35),female,2,Skilled,own,little,Unknown,1817,Small (<2K),18,Medium (1-2yr),furniture/equipment,100.94,64.89,good,1,Medium Exposure,0,0,1
922,2026-01-06,37,Middle-Aged (36-50),male,3,Highly Skilled,own,quite rich,Unknown,12749,Very Large (10K+),48,Very Long (3yr+),radio/TV,265.6,344.57,good,1,High Exposure,1,1,0
923,2026-01-06,22,Young (18-25),female,2,Skilled,rent,little,little,1366,Small (<2K),9,Short (<1yr),radio/TV,151.78,62.09,bad,0,Low Exposure,0,0,1
924,2026-01-06,30,Adult (26-35),male,2,Skilled,rent,little,moderate,2002,Medium (2K-5K),12,Short (<1yr),car,166.83,66.73,good,1,Medium Exposure,0,0,0
925,2026-01-06,55,Senior (51+),male,2,Skilled,own,little,little,6872,Large (5K-10K),24,Medium (1-2yr),furniture/equipment,286.33,124.95,bad,0,Medium Exposure,1,0,0
926,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,little,little,697,Small (<2K),12,Short (<1yr),car,58.08,15.15,bad,0,Medium Exposure,0,0,0
927,2026-01-06,21,Young (18-25),female,2,Skilled,rent,little,little,1049,Small (<2K),18,Medium (1-2yr),furniture/equipment,58.28,49.95,good,1,Medium Exposure,0,0,1
928,2026-01-06,39,Middle-Aged (36-50),male,2,Skilled,free,little,little,10297,Very Large (10K+),48,Very Long (3yr+),car,214.52,264.03,bad,0,High Exposure,1,1,0
929,2026-01-06,58,Senior (51+),male,2,Skilled,own,Unknown,Unknown,1867,Small (<2K),30,Long (2-3yr),radio/TV,62.23,32.19,good,1,Medium Exposure,0,1,0
930,2026-01-06,43,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,1344,Small (<2K),12,Short (<1yr),car,112.0,31.26,good,1,Medium Exposure,0,0,0
931,2026-01-06,24,Young (18-25),male,1,Semi-Skilled,own,little,little,1747,Small (<2K),24,Medium (1-2yr),furniture/equipment,72.79,72.79,good,1,Medium Exposure,0,0,1
932,2026-01-06,22,Young (18-25),female,2,Skilled,own,little,moderate,1670,Small (<2K),9,Short (<1yr),radio/TV,185.56,75.91,bad,0,Low Exposure,0,0,1
933,2026-01-06,30,Adult (26-35),male,2,Skilled,own,little,Unknown,1224,Small (<2K),9,Short (<1yr),car,136.0,40.8,good,1,Low Exposure,0,0,0
934,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,own,quite rich,Unknown,522,Small (<2K),12,Short (<1yr),radio/TV,43.5,12.43,good,1,Medium Exposure,0,0,0
935,2026-01-06,23,Young (18-25),female,2,Skilled,own,little,little,1498,Small (<2K),12,Short (<1yr),radio/TV,124.83,65.13,good,1,Medium Exposure,0,0,1
936,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,own,moderate,moderate,1919,Small (<2K),30,Long (2-3yr),radio/TV,63.97,63.97,bad,0,Medium Exposure,0,1,0
937,2026-01-06,28,Adult (26-35),female,1,Semi-Skilled,own,little,rich,745,Small (<2K),9,Short (<1yr),radio/TV,82.78,26.61,bad,0,Low Exposure,0,0,1
938,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,rent,little,moderate,2063,Medium (2K-5K),6,Short (<1yr),radio/TV,343.83,68.77,good,1,Medium Exposure,0,0,0
939,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,free,little,moderate,6288,Large (5K-10K),60,Very Long (3yr+),education,104.8,149.71,bad,0,High Exposure,1,1,0
940,2026-01-06,46,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,6842,Large (5K-10K),24,Medium (1-2yr),car,285.08,148.74,good,1,Medium Exposure,1,0,0
941,2026-01-06,45,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,3527,Medium (2K-5K),12,Short (<1yr),car,293.92,78.38,good,1,Medium Exposure,1,0,0
942,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,1546,Small (<2K),10,Short (<1yr),car,154.6,49.87,good,1,Low Exposure,0,0,0
943,2026-01-06,31,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,929,Small (<2K),24,Medium (1-2yr),furniture/equipment,38.71,29.97,good,1,Medium Exposure,0,0,0
944,2026-01-06,42,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,1455,Small (<2K),4,Short (<1yr),car,363.75,34.64,good,1,Low Exposure,0,0,0
945,2026-01-06,46,Middle-Aged (36-50),female,2,Skilled,rent,little,little,1845,Small (<2K),15,Medium (1-2yr),furniture/equipment,123.0,40.11,good,1,Medium Exposure,0,0,0
946,2026-01-06,30,Adult (26-35),female,2,Skilled,own,quite rich,moderate,8358,Large (5K-10K),48,Very Long (3yr+),car,174.12,278.6,good,1,High Exposure,1,1,0
947,2026-01-06,30,Adult (26-35),male,2,Skilled,free,quite rich,little,3349,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,139.54,111.63,bad,0,Medium Exposure,1,0,0
948,2026-01-06,38,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,2859,Medium (2K-5K),12,Short (<1yr),car,238.25,75.24,good,1,Medium Exposure,1,0,0
949,2026-01-06,43,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,1533,Small (<2K),18,Medium (1-2yr),furniture/equipment,85.17,35.65,bad,0,Medium Exposure,0,0,0
950,2026-01-06,31,Adult (26-35),male,2,Skilled,own,moderate,Unknown,3621,Medium (2K-5K),24,Medium (1-2yr),radio/TV,150.88,116.81,bad,0,Medium Exposure,1,0,0
951,2026-01-06,40,Middle-Aged (36-50),male,0,Unskilled,own,little,moderate,3590,Medium (2K-5K),18,Medium (1-2yr),business,199.44,89.75,good,1,Medium Exposure,1,0,0
952,2026-01-06,24,Young (18-25),male,2,Skilled,own,little,little,2145,Medium (2K-5K),36,Long (2-3yr),business,59.58,89.38,bad,0,Medium Exposure,0,1,1
953,2026-01-06,28,Adult (26-35),female,2,Skilled,rent,quite rich,moderate,4113,Medium (2K-5K),24,Medium (1-2yr),car,171.38,146.89,bad,0,Medium Exposure,1,0,1
954,2026-01-06,26,Adult (26-35),female,3,Highly Skilled,own,little,Unknown,10974,Very Large (10K+),36,Long (2-3yr),furniture/equipment,304.83,422.08,bad,0,High Exposure,1,1,1
955,2026-01-06,29,Adult (26-35),female,2,Skilled,own,little,little,1893,Small (<2K),12,Short (<1yr),car,157.75,65.28,good,1,Medium Exposure,0,0,1
956,2026-01-06,57,Senior (51+),female,3,Highly Skilled,rent,rich,little,1231,Small (<2K),24,Medium (1-2yr),radio/TV,51.29,21.6,good,1,Medium Exposure,0,0,0
957,2026-01-06,49,Middle-Aged (36-50),male,1,Semi-Skilled,own,Unknown,rich,3656,Medium (2K-5K),30,Long (2-3yr),radio/TV,121.87,74.61,good,1,Medium Exposure,1,1,0
958,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,1154,Small (<2K),9,Short (<1yr),radio/TV,128.22,31.19,good,1,Low Exposure,0,0,0
959,2026-01-06,45,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,4006,Medium (2K-5K),28,Long (2-3yr),car,143.07,89.02,bad,0,Medium Exposure,1,1,0
960,2026-01-06,30,Adult (26-35),male,2,Skilled,free,moderate,moderate,3069,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,127.88,102.3,good,1,Medium Exposure,1,0,0
961,2026-01-06,30,Adult (26-35),male,2,Skilled,rent,little,Unknown,1740,Small (<2K),6,Short (<1yr),radio/TV,290.0,58.0,good,1,Low Exposure,0,0,0
962,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,own,little,moderate,2353,Medium (2K-5K),21,Medium (1-2yr),car,112.05,50.06,good,1,Medium Exposure,1,0,0
963,2026-01-06,29,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,3556,Medium (2K-5K),15,Medium (1-2yr),car,237.07,122.62,good,1,Medium Exposure,1,0,1
964,2026-01-06,35,Adult (26-35),male,2,Skilled,own,quite rich,Unknown,2397,Medium (2K-5K),24,Medium (1-2yr),radio/TV,99.88,68.49,bad,0,Medium Exposure,1,0,0
965,2026-01-06,22,Young (18-25),male,1,Semi-Skilled,own,little,moderate,454,Small (<2K),6,Short (<1yr),repairs,75.67,20.64,good,1,Low Exposure,0,0,1
966,2026-01-06,26,Adult (26-35),female,2,Skilled,own,Unknown,moderate,1715,Small (<2K),30,Long (2-3yr),radio/TV,57.17,65.96,good,1,Medium Exposure,0,1,1
967,2026-01-06,23,Young (18-25),male,1,Semi-Skilled,own,quite rich,moderate,2520,Medium (2K-5K),27,Long (2-3yr),radio/TV,93.33,109.57,bad,0,Medium Exposure,1,1,1
968,2026-01-06,54,Senior (51+),female,3,Highly Skilled,rent,little,Unknown,3568,Medium (2K-5K),15,Medium (1-2yr),radio/TV,237.87,66.07,good,1,Medium Exposure,1,0,0
969,2026-01-06,29,Adult (26-35),male,2,Skilled,rent,Unknown,Unknown,7166,Large (5K-10K),42,Very Long (3yr+),radio/TV,170.62,247.1,good,1,High Exposure,1,1,1
970,2026-01-06,40,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,3939,Medium (2K-5K),11,Short (<1yr),car,358.09,98.48,good,1,Medium Exposure,1,0,0
971,2026-01-06,22,Young (18-25),male,2,Skilled,own,moderate,moderate,1514,Small (<2K),15,Medium (1-2yr),repairs,100.93,68.82,good,1,Medium Exposure,0,0,1
972,2026-01-06,43,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,7393,Large (5K-10K),24,Medium (1-2yr),car,308.04,171.93,good,1,Medium Exposure,1,0,0
973,2026-01-06,29,Adult (26-35),female,0,Unskilled,rent,little,little,1193,Small (<2K),24,Medium (1-2yr),car,49.71,41.14,bad,0,Medium Exposure,0,0,1
974,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,rent,little,little,7297,Large (5K-10K),60,Very Long (3yr+),business,121.62,202.69,bad,0,High Exposure,1,1,0
975,2026-01-06,33,Adult (26-35),female,2,Skilled,own,little,Unknown,2831,Medium (2K-5K),30,Long (2-3yr),radio/TV,94.37,85.79,good,1,Medium Exposure,1,1,0
976,2026-01-06,57,Senior (51+),female,1,Semi-Skilled,own,quite rich,rich,1258,Small (<2K),24,Medium (1-2yr),radio/TV,52.42,22.07,good,1,Medium Exposure,0,0,0
977,2026-01-06,64,Senior (51+),female,2,Skilled,own,little,moderate,753,Small (<2K),6,Short (<1yr),radio/TV,125.5,11.77,good,1,Low Exposure,0,0,0
978,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,2427,Medium (2K-5K),18,Medium (1-2yr),business,134.83,57.79,good,1,Medium Exposure,1,0,0
979,2026-01-06,47,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,2538,Medium (2K-5K),24,Medium (1-2yr),car,105.75,54.0,bad,0,Medium Exposure,1,0,0
980,2026-01-06,25,Young (18-25),male,2,Skilled,rent,moderate,moderate,1264,Small (<2K),15,Medium (1-2yr),car,84.27,50.56,bad,0,Medium Exposure,0,0,1
981,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,own,little,moderate,8386,Large (5K-10K),30,Long (2-3yr),furniture/equipment,279.53,171.14,bad,0,High Exposure,1,1,0
982,2026-01-06,33,Adult (26-35),male,3,Highly Skilled,rent,little,Unknown,4844,Medium (2K-5K),48,Very Long (3yr+),business,100.92,146.79,bad,0,Medium Exposure,1,1,0
983,2026-01-06,28,Adult (26-35),female,3,Highly Skilled,own,moderate,rich,2923,Medium (2K-5K),21,Medium (1-2yr),car,139.19,104.39,good,1,Medium Exposure,1,0,1
984,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,little,8229,Large (5K-10K),36,Long (2-3yr),car,228.58,316.5,bad,0,High Exposure,1,1,1
985,2026-01-06,30,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,2028,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,84.5,67.6,good,1,Medium Exposure,0,0,0
986,2026-01-06,25,Young (18-25),female,2,Skilled,rent,little,little,1433,Small (<2K),15,Medium (1-2yr),furniture/equipment,95.53,57.32,good,1,Medium Exposure,0,0,1
987,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,rich,6289,Large (5K-10K),42,Very Long (3yr+),business,149.74,190.58,good,1,High Exposure,1,1,0
988,2026-01-06,64,Senior (51+),female,2,Skilled,own,moderate,Unknown,1409,Small (<2K),13,Medium (1-2yr),radio/TV,108.38,22.02,good,1,Medium Exposure,0,0,0
989,2026-01-06,29,Adult (26-35),male,3,Highly Skilled,free,little,little,6579,Large (5K-10K),24,Medium (1-2yr),car,274.12,226.86,good,1,Medium Exposure,1,0,1
990,2026-01-06,48,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,1743,Small (<2K),24,Medium (1-2yr),radio/TV,72.62,36.31,good,1,Medium Exposure,0,0,0
991,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,Unknown,Unknown,3565,Medium (2K-5K),12,Short (<1yr),education,297.08,96.35,good,1,Medium Exposure,1,0,0
992,2026-01-06,34,Adult (26-35),male,1,Semi-Skilled,own,moderate,Unknown,1569,Small (<2K),15,Medium (1-2yr),radio/TV,104.6,46.15,good,1,Medium Exposure,0,0,0
993,2026-01-06,23,Young (18-25),male,1,Semi-Skilled,rent,Unknown,little,1936,Small (<2K),18,Medium (1-2yr),radio/TV,107.56,84.17,good,1,Medium Exposure,0,0,1
994,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,own,little,little,3959,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,109.97,131.97,good,1,Medium Exposure,1,1,0
995,2026-01-06,50,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,2390,Medium (2K-5K),12,Short (<1yr),car,199.17,47.8,good,1,Medium Exposure,1,0,0
996,2026-01-06,31,Adult (26-35),female,1,Semi-Skilled,own,little,Unknown,1736,Small (<2K),12,Short (<1yr),furniture/equipment,144.67,56.0,good,1,Medium Exposure,0,0,0
997,2026-01-06,40,Middle-Aged (36-50),male,3,Highly Skilled,own,little,little,3857,Medium (2K-5K),30,Long (2-3yr),car,128.57,96.42,good,1,Medium Exposure,1,1,0
998,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,804,Small (<2K),12,Short (<1yr),radio/TV,67.0,21.16,good,1,Medium Exposure,0,0,0
999,2026-01-06,23,Young (18-25),male,2,Skilled,free,little,little,1845,Small (<2K),45,Very Long (3yr+),radio/TV,41.0,80.22,bad,0,Medium Exposure,0,1,1
1000,2026-01-06,27,Adult (26-35),male,2,Skilled,own,moderate,moderate,4576,Medium (2K-5K),45,Very Long (3yr+),car,101.69,169.48,good,1,Medium Exposure,1,1,1
